,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
19573,3,2.5,8123.0,2.0,0,2,8,1010.0,1050,41,0,-122.13,1760.0,6170,5,1,0,0,0,0,0,1,0,0,0,541338.0
19574,2,1.0,8160.0,1.0,0,2,6,780.0,0,65,0,-122.34,1310.0,8160,5,2,0,1,0,0,0,0,0,0,0,254922.0
19575,3,2.25,5000.0,1.5,0,2,7,1440.0,960,92,0,-122.393,1630.0,5000,5,2,0,0,0,0,1,0,0,0,0,575000.0
19576,4,3.0,15535.0,1.0,2,2,7,1870.0,1030,57,0,-122.119,2330.0,10217,5,2,0,0,0,0,1,0,0,0,0,650000.0
19577,3,1.5,9547.0,1.0,0,2,7,1740.0,0,56,0,-122.213,1780.0,9936,5,2,1,0,0,0,0,0,0,0,0,269950.0
19578,2,1.0,6250.0,1.0,0,2,6,780.0,0,76,0,-122.33,1280.0,7100,6,2,0,0,0,0,0,0,0,0,0,270950.0
19579,3,2.75,14861.0,1.0,0,2,9,1530.0,900,30,0,-122.247,2230.0,10300,5,1,0,0,1,0,0,0,0,0,0,495000.0
19580,4,2.0,8556.0,1.0,1,2,8,1210.0,1000,64,0,-122.396,2190.0,7975,5,2,0,0,0,0,0,0,1,0,0,794154.0
19581,3,1.5,11200.0,1.0,0,2,8,1510.0,0,58,0,-122.325,2110.0,12070,5,2,1,0,0,0,0,0,0,0,0,340768.0
19582,2,1.0,5413.0,1.0,0,2,7,900.0,0,71,0,-122.307,1280.0,6380,5,2,0,0,1,0,0,0,0,0,0,375000.0
19583,4,2.5,7000.0,2.0,0,2,10,3670.0,0,13,0,-122.08,3680.0,7437,5,1,0,0,0,0,0,0,0,1,0,806525.0
19584,2,2.25,954.0,2.0,0,2,8,960.0,200,4,0,-122.284,1160.0,1327,5,0,0,0,0,0,0,0,1,0,0,555000.0
19585,2,1.5,1200.0,2.0,0,2,7,1070.0,0,19,0,-122.347,1070.0,1200,5,1,0,0,0,0,1,0,0,0,0,312500.0
19586,2,1.0,4560.0,1.5,0,2,7,950.0,0,93,0,-122.3,2040.0,4560,5,2,0,0,0,0,0,0,0,1,0,450000.0
19587,3,2.75,6667.0,2.0,0,2,9,2950.0,0,15,0,-122.026,3340.0,6667,6,1,0,0,0,0,0,1,0,0,0,739000.0
19588,3,2.0,1716.0,2.0,0,2,7,1050.0,370,15,0,-122.295,1420.0,8150,6,1,0,1,0,0,0,0,0,0,0,320000.0
19589,3,1.0,13000.0,1.5,0,2,6,1590.0,0,74,0,-122.346,1460.0,8400,5,2,0,0,1,0,0,0,0,0,0,235000.0
19590,4,1.0,5000.0,1.5,0,2,7,1290.0,0,61,0,-122.358,1440.0,2500,6,2,1,0,0,0,0,0,0,0,0,275500.0
19591,2,2.0,4500.0,1.0,0,2,8,1690.0,0,14,0,-122.031,1640.0,4500,5,1,0,0,0,0,0,1,0,0,0,564000.0
19592,4,1.75,8700.0,1.5,0,2,6,1340.0,0,60,0,-122.287,1240.0,8700,6,2,0,0,0,0,0,0,0,0,0,263000.0
19593,3,1.75,18000.0,1.0,0,2,7,1397.0,0,53,2014,-122.166,1950.0,31294,5,2,1,0,0,0,0,0,0,0,0,257000.0
19594,4,2.5,218506.0,2.0,0,2,10,3750.0,0,27,0,-122.103,2540.0,39413,6,1,1,0,0,0,0,0,0,0,0,725000.0
19595,3,2.25,7560.0,1.0,0,2,7,1400.0,600,39,0,-122.228,2040.0,6949,5,1,1,0,0,0,0,0,0,0,0,300000.0
19596,3,2.0,7904.0,1.5,0,2,8,2250.0,0,20,0,-122.252,2460.0,8622,5,1,0,0,0,0,0,0,0,0,0,328000.0
19597,3,1.0,8400.0,1.0,0,2,6,840.0,0,59,0,-122.344,1030.0,8640,5,2,0,0,0,0,0,0,0,0,0,187500.0
19598,3,1.0,5100.0,2.0,0,2,7,1100.0,0,118,0,-122.386,1540.0,5100,6,2,0,0,0,0,1,0,0,0,0,400000.0
19599,3,1.5,5100.0,1.0,0,2,7,1210.0,450,64,0,-122.383,1440.0,5100,6,2,0,0,0,0,1,0,0,0,0,515000.0
19600,2,2.0,18525.0,1.0,4,3,9,1580.0,600,66,0,-122.387,2480.0,21503,6,2,1,0,0,0,0,0,0,0,0,806525.0
19601,3,1.0,8400.0,1.0,0,2,7,1460.0,0,60,0,-122.198,1460.0,9600,6,2,1,0,0,0,0,0,0,0,0,235000.0
19602,4,2.5,4945.0,2.0,0,2,8,2470.0,0,6,0,-122.015,2510.0,4988,5,0,0,0,0,0,0,1,0,0,0,669000.0
19603,3,1.0,13503.0,1.5,0,2,6,1250.0,0,87,0,-121.829,1450.0,13503,6,2,0,0,0,1,0,0,0,0,0,282000.0
19604,3,2.0,3876.0,1.0,0,3,7,860.0,620,90,0,-122.382,1660.0,3774,5,2,0,0,0,0,1,0,0,0,0,663000.0
19605,3,3.25,5000.0,2.0,0,2,9,1540.0,700,29,0,-122.334,1800.0,7500,6,1,1,0,0,0,0,0,0,0,0,279900.0
19606,3,2.0,7200.0,1.0,0,2,7,1570.0,0,66,0,-122.314,1410.0,7434,5,2,0,1,0,0,0,0,0,0,0,335000.0
19607,4,2.75,10000.0,2.0,0,2,9,3250.0,0,4,0,-122.309,1620.0,10089,5,0,0,1,0,0,0,0,0,0,0,689000.0
19608,3,2.25,231303.0,1.0,0,2,7,1250.0,540,38,0,-122.027,2090.0,93654,6,1,0,0,0,0,0,1,0,0,0,413100.0
19609,3,2.5,4931.0,2.0,0,2,8,2080.0,0,18,0,-121.868,1890.0,4229,6,1,0,0,0,1,0,0,0,0,0,506950.0
19610,3,2.5,1171.0,3.0,0,2,8,1480.0,0,12,0,-122.3,1480.0,1231,5,1,0,0,0,0,0,0,0,1,0,500000.0
19611,5,3.0,9775.0,2.0,0,2,8,3610.0,0,15,0,-122.011,2800.0,8582,5,1,0,1,0,0,0,0,0,0,0,540000.0
19612,3,2.5,4559.0,2.0,0,2,9,2040.0,0,20,0,-122.295,1500.0,4500,5,1,0,0,0,0,0,1,0,0,0,806525.0
19613,4,3.25,19842.0,2.0,3,2,10,3180.0,670,29,0,-122.065,4320.0,19500,5,1,0,0,0,0,0,0,1,0,0,806525.0
19614,3,2.25,35306.0,2.0,0,2,9,3230.0,0,31,0,-122.113,2760.0,35285,5,1,1,0,0,0,0,0,0,0,0,370000.0
19615,3,2.0,23512.0,1.0,0,2,6,1640.0,800,85,0,-122.326,1630.0,19613,5,2,0,0,0,0,0,0,0,0,0,338000.0
19616,4,1.0,6600.0,1.0,0,2,7,1490.0,0,49,0,-122.332,1280.0,6600,5,1,0,0,0,0,0,0,0,0,0,185000.0
19617,3,1.0,35415.0,1.0,0,2,7,1010.0,140,68,0,-122.129,2460.0,11781,5,2,0,0,0,0,1,0,0,0,0,450000.0
19618,2,1.0,6000.0,1.0,0,2,7,900.0,0,74,2004,-122.289,1460.0,4800,5,2,0,0,0,0,0,1,0,0,0,451000.0
19619,4,2.5,24527.0,1.5,0,2,10,3210.0,0,34,0,-122.052,3280.0,24527,6,1,0,0,0,0,0,0,1,0,0,785000.0
19620,5,3.0,5250.0,1.5,1,3,8,2620.0,1280,87,0,-122.389,1950.0,5700,5,2,0,0,0,0,1,0,0,0,0,806525.0
19621,3,1.0,18000.0,1.0,0,1,7,1240.0,0,75,0,-122.315,1240.0,18000,5,2,1,0,0,0,0,0,0,0,0,235000.0
19622,3,1.75,6788.0,2.0,4,2,7,1760.0,0,78,1960,-122.284,1630.0,7588,6,2,0,0,1,0,0,0,0,0,0,806525.0
19623,3,2.25,1377.0,2.0,0,2,7,1290.0,120,13,0,-122.067,1445.0,1370,5,1,0,0,0,0,1,0,0,0,0,377500.0
19624,3,2.5,11964.0,2.0,0,2,9,2780.0,0,9,0,-122.216,1760.0,9640,5,0,0,0,0,1,0,0,0,0,0,806525.0
19625,5,3.25,3825.0,2.0,0,2,9,2480.0,750,4,0,-122.392,1480.0,5100,5,0,0,0,0,0,1,0,0,0,0,806525.0
19626,5,3.5,8764.0,2.0,0,2,10,3180.0,1420,11,0,-122.19,3210.0,9431,5,1,0,0,0,0,0,0,1,0,0,806525.0
19627,3,2.0,4421.0,1.0,0,2,8,1440.0,0,11,0,-122.024,1440.0,4157,5,1,0,0,0,0,0,1,0,0,0,413800.0
19628,2,1.5,1687.0,3.0,0,2,8,1200.0,0,10,0,-122.334,1240.0,1296,5,0,0,0,0,0,1,0,0,0,0,504200.0
19629,4,3.0,5703.0,2.0,0,2,9,2793.0,0,9,0,-122.178,2793.0,5704,6,0,1,0,0,0,0,0,0,0,0,421500.0
19630,4,2.5,5050.0,2.0,0,2,8,2970.0,0,4,0,-122.122,2810.0,4998,6,0,0,0,0,0,0,1,0,0,0,806525.0
19631,3,2.0,3218.0,1.0,0,2,7,850.0,590,10,0,-122.36,1170.0,5000,6,0,1,0,0,0,0,0,0,0,0,380000.0
19632,3,2.25,1026.0,3.0,0,2,8,1480.0,0,4,0,-122.354,1570.0,1283,5,0,0,0,0,0,1,0,0,0,0,580000.0
19633,3,2.5,5333.0,2.0,0,2,8,1870.0,0,6,0,-121.984,2100.0,3730,6,0,0,0,1,0,0,0,0,0,0,377000.0
19634,4,2.75,4000.0,2.0,0,2,7,2475.0,0,4,0,-122.209,2475.0,4000,5,0,0,0,0,0,0,0,0,0,0,329900.0
19635,4,2.5,7024.0,2.0,0,2,10,2950.0,0,6,0,-122.403,2950.0,6339,5,0,0,0,0,0,0,0,1,0,0,806525.0
19636,3,2.25,905.0,3.0,0,2,9,1410.0,0,4,0,-122.402,1510.0,1352,6,0,0,0,0,0,1,0,0,0,0,529500.0
19637,4,2.5,3712.0,2.0,0,2,8,2240.0,0,4,0,-122.061,2530.0,4315,5,0,0,1,0,0,0,0,0,0,0,363990.0
19638,5,2.75,6500.0,2.0,0,2,9,3230.0,0,4,0,-122.023,3180.0,7624,6,0,0,0,0,0,0,0,1,0,0,806525.0
19639,3,2.0,31550.0,1.0,0,2,8,2100.0,0,8,0,-121.917,1860.0,18452,5,0,0,0,1,0,0,0,0,0,0,399000.0
19640,3,2.25,9495.0,1.0,0,2,8,1936.0,0,5,0,-122.197,1410.0,12770,5,0,1,0,0,0,0,0,0,0,0,338900.0
19641,3,2.5,6000.0,2.0,0,2,9,3120.0,0,11,0,-122.03,2670.0,6000,6,1,0,1,0,0,0,0,0,0,0,419950.0
19642,4,2.5,4270.0,2.0,0,2,8,2070.0,0,8,0,-122.265,2070.0,4610,6,0,0,0,1,0,0,0,0,0,0,493000.0
19643,4,2.5,4500.0,2.0,0,2,9,3700.0,0,11,0,-122.23,3050.0,5047,5,1,0,0,1,0,0,0,0,0,0,650000.0
19644,3,2.5,5205.0,2.0,0,2,8,2130.0,0,5,0,-121.774,2250.0,5462,5,0,0,0,1,0,0,0,0,0,0,456000.0
19645,3,2.25,997.0,2.5,0,2,8,1540.0,80,8,0,-122.026,1620.0,1068,5,0,0,0,0,0,1,0,0,0,0,425000.0
19646,3,2.5,2478.0,3.0,0,2,8,1490.0,0,9,0,-122.353,1270.0,1156,6,0,0,1,0,0,0,0,0,0,0,348000.0
19647,5,4.0,7232.0,2.0,0,2,9,4180.0,0,4,0,-122.125,3570.0,6054,5,0,0,0,0,0,0,1,0,0,0,806525.0
19648,2,2.5,1262.0,2.0,0,2,8,1160.0,240,10,0,-122.349,1060.0,1524,5,0,1,0,0,0,0,0,0,0,0,299000.0
19649,4,3.75,9170.0,2.0,0,2,9,3490.0,0,6,0,-122.2,1810.0,8470,5,0,0,0,0,0,0,0,0,0,1,806525.0
19650,3,1.0,6098.0,1.0,0,2,7,1300.0,0,5,0,-121.364,1300.0,6849,5,0,0,0,1,0,0,0,0,0,0,155000.0
19651,4,2.5,4962.0,2.0,0,2,8,2730.0,0,12,0,-122.216,2150.0,3802,6,1,0,0,0,0,0,0,0,0,0,319500.0
19652,3,2.5,2517.0,2.0,0,2,8,1830.0,0,13,0,-122.189,1610.0,2762,5,1,1,0,0,0,0,0,0,0,0,274000.0
19653,5,2.5,4500.0,2.0,0,2,7,2340.0,0,9,0,-122.154,2190.0,4500,5,0,0,0,0,1,0,0,0,0,0,429000.0
19654,3,1.75,1899.0,2.0,0,2,8,1410.0,0,4,0,-122.347,1410.0,1811,5,0,1,0,0,0,0,0,0,0,0,267800.0
19655,3,2.5,8254.0,2.0,0,2,7,1930.0,0,4,0,-122.346,1540.0,8849,6,0,1,0,0,0,0,0,0,0,0,369950.0
19656,6,5.0,18055.0,2.0,0,2,7,3028.0,0,13,0,-122.197,1400.0,34575,6,1,1,0,0,0,0,0,0,0,0,480000.0
19657,4,3.5,4869.0,2.0,0,2,8,2390.0,790,11,0,-122.206,2850.0,4500,5,1,1,0,0,0,0,0,0,0,0,440000.0
19658,4,3.25,4161.0,2.0,0,2,10,2210.0,740,4,0,-122.073,2790.0,3693,6,0,0,0,0,0,1,0,0,0,0,806525.0
19659,3,3.25,1276.0,3.0,0,2,8,1430.0,0,11,0,-122.38,1430.0,1243,6,1,0,0,0,0,1,0,0,0,0,535000.0
19660,2,1.5,1275.0,3.0,0,2,8,1020.0,0,10,0,-122.346,980.0,1415,5,0,0,0,0,0,1,0,0,0,0,290000.0
19661,3,2.5,1793.0,3.0,0,2,8,1650.0,0,11,0,-122.332,1650.0,1863,5,1,0,1,0,0,0,0,0,0,0,370000.0
19662,3,2.0,651.0,3.0,0,2,7,1060.0,0,11,0,-122.345,1440.0,1501,6,1,0,0,0,0,1,0,0,0,0,405000.0
19663,4,2.75,6019.0,2.0,0,2,8,2620.0,0,5,0,-121.771,2790.0,6716,5,0,0,0,1,0,0,0,0,0,0,499431.0
19664,4,2.5,3868.0,2.0,0,2,7,1830.0,0,11,0,-122.276,2330.0,3868,5,1,0,1,0,0,0,0,0,0,0,275000.0
19665,3,2.25,844.0,2.0,0,2,7,798.0,200,11,0,-122.367,998.0,1110,5,1,0,0,0,0,1,0,0,0,0,320000.0
19666,4,2.5,4427.0,2.0,0,2,7,2070.0,0,11,0,-121.869,2070.0,4556,5,1,0,0,0,1,0,0,0,0,0,425000.0
19667,4,3.5,2199.0,3.0,0,2,10,2860.0,0,5,0,-122.323,1990.0,1378,6,0,0,0,0,0,0,0,1,0,0,806525.0
19668,3,2.0,5688.0,1.0,3,2,9,1920.0,0,11,0,-121.976,2384.0,4802,6,1,1,0,0,0,0,0,0,0,0,340000.0
19669,3,2.5,2046.0,2.0,0,2,9,920.0,290,10,0,-122.357,1070.0,651,5,0,1,0,0,0,0,0,0,0,0,299900.0
19670,5,3.5,12039.0,2.0,0,2,9,3590.0,1300,4,0,-122.208,4590.0,10079,5,0,0,0,0,1,0,0,0,0,0,806525.0
19671,4,2.5,17038.0,2.0,0,2,9,3420.0,0,11,0,-122.241,2520.0,14190,5,1,0,0,0,1,0,0,0,0,0,720000.0
19672,4,3.5,3225.0,2.0,3,2,9,2070.0,800,12,0,-122.225,1770.0,6450,5,1,1,0,0,0,0,0,0,0,0,460000.0
19673,3,2.5,2042.0,2.0,0,2,8,1600.0,0,13,0,-122.067,1445.0,1370,5,1,0,0,0,0,1,0,0,0,0,375000.0
19674,2,1.5,1829.0,2.0,0,2,7,960.0,0,13,0,-122.308,1470.0,1829,6,1,0,0,0,0,0,1,0,0,0,386180.0
19675,3,2.75,5639.0,1.0,3,2,7,1740.0,0,8,0,-121.977,2380.0,5331,6,0,1,0,0,0,0,0,0,0,0,280000.0
19676,4,2.5,4725.0,2.0,0,2,8,2575.0,0,7,0,-122.277,2575.0,5323,5,0,0,0,0,0,0,0,0,0,0,359000.0
19677,5,3.25,11995.0,2.0,2,2,10,3660.0,0,12,0,-121.86,3320.0,11241,5,1,0,0,0,1,0,0,0,0,0,785000.0
19678,3,2.25,1230.0,2.0,0,2,8,940.0,480,9,0,-122.288,1400.0,1230,6,0,0,0,0,1,0,0,0,0,0,425000.0
19679,5,2.5,7200.0,2.0,0,2,8,3070.0,0,13,0,-122.137,2590.0,7200,6,1,0,0,0,1,0,0,0,0,0,575000.0
19680,3,2.5,144619.0,1.0,0,2,8,1920.0,0,4,0,-121.946,2010.0,48787,6,0,1,0,0,0,0,0,0,0,0,465000.0
19681,4,3.25,10335.0,2.0,0,2,10,4160.0,0,4,0,-122.192,1840.0,10333,6,0,0,0,0,0,0,0,0,0,1,806525.0
19682,4,3.25,10801.0,2.0,0,2,9,3276.0,0,10,0,-122.361,2010.0,11656,6,0,0,0,1,0,0,0,0,0,0,720000.0
19683,5,3.75,5000.0,1.0,0,2,7,1310.0,1580,12,0,-122.296,1930.0,5117,5,1,0,1,0,0,0,0,0,0,0,390000.0
19684,3,2.5,10177.0,2.0,0,2,10,3430.0,0,4,0,-122.251,3110.0,12339,6,0,0,0,0,1,0,0,0,0,0,806525.0
19685,4,3.5,3979.0,2.0,0,2,9,2610.0,780,4,0,-122.408,3350.0,4165,5,0,0,0,0,0,0,0,1,0,0,806525.0
19686,6,3.75,14980.0,2.0,3,2,9,2930.0,0,5,0,-122.117,3210.0,10787,5,0,0,0,0,0,0,0,1,0,0,806525.0
19687,2,2.25,1314.0,3.0,0,2,8,1300.0,0,10,0,-122.356,1300.0,1312,6,0,0,0,0,0,1,0,0,0,0,562000.0
19688,2,1.75,1208.0,2.0,0,2,7,1040.0,210,11,0,-122.299,1250.0,1656,5,1,0,0,0,1,0,0,0,0,0,349000.0
19689,4,2.5,7800.0,2.0,0,2,8,2310.0,0,7,0,-122.164,2310.0,7140,5,0,1,0,0,0,0,0,0,0,0,375000.0
19690,2,2.25,1336.0,3.0,0,2,8,1360.0,0,10,0,-122.392,1280.0,1295,5,0,0,0,0,0,1,0,0,0,0,479950.0
19691,4,2.5,5100.0,2.0,0,2,7,2020.0,0,8,0,-122.357,2300.0,5685,6,0,0,0,0,0,0,0,0,0,0,319000.0
19692,3,1.5,1067.0,3.0,0,2,8,1270.0,0,9,0,-122.353,1090.0,1118,5,0,0,1,0,0,0,0,0,0,0,325000.0
19693,4,2.75,8092.0,2.0,0,2,8,2790.0,0,5,0,-121.773,2790.0,6154,5,0,0,0,1,0,0,0,0,0,0,505657.0
19694,4,2.5,4142.0,2.0,0,2,7,2320.0,0,8,0,-122.019,2150.0,4140,6,0,0,1,0,0,0,0,0,0,0,340000.0
19695,3,2.5,6351.0,2.0,0,2,7,1750.0,0,6,0,-122.256,1398.0,6092,6,0,0,0,0,0,0,0,0,0,0,250000.0
19696,4,2.5,4596.0,2.0,0,2,8,2030.0,0,4,0,-122.275,2040.0,4705,5,0,0,0,0,0,0,0,0,0,0,349500.0
19697,3,2.5,865.0,2.0,0,2,7,1080.0,190,10,0,-122.279,1630.0,7752,6,0,0,1,0,0,0,0,0,0,0,290750.0
19698,5,3.25,2356.0,2.0,0,2,8,2230.0,480,5,0,-122.028,2160.0,2108,6,0,0,0,0,0,1,0,0,0,0,715000.0
19699,4,2.75,8433.0,2.0,0,2,8,2520.0,0,4,0,-122.289,1890.0,7772,5,0,0,0,1,0,0,0,0,0,0,689950.0
19700,2,2.5,1263.0,3.0,0,2,8,1340.0,0,10,0,-122.388,1510.0,1260,5,0,0,0,0,0,1,0,0,0,0,425000.0
19701,2,3.0,1281.0,3.0,0,2,8,1570.0,0,4,0,-122.384,1570.0,2500,6,0,0,0,0,0,1,0,0,0,0,657000.0
19702,4,3.5,5564.0,2.0,0,2,7,2690.0,0,11,0,-122.018,2210.0,4046,5,1,0,1,0,0,0,0,0,0,0,359950.0
19703,4,2.75,4276.0,2.0,0,2,7,2475.0,0,4,0,-122.21,2475.0,4000,5,0,0,0,0,0,0,0,0,0,0,319900.0
19704,3,3.75,2050.0,2.0,0,2,9,1170.0,1090,8,0,-122.29,2130.0,3082,6,0,0,1,0,0,0,0,0,0,0,532000.0
19705,2,1.0,863.0,3.0,0,2,8,840.0,0,10,0,-122.349,1110.0,1190,6,0,0,0,0,0,1,0,0,0,0,291000.0
19706,3,3.25,1330.0,2.0,0,2,8,1030.0,690,14,0,-122.309,1720.0,1520,5,1,0,0,0,0,0,0,0,1,0,675000.0
19707,3,2.25,6500.0,3.0,0,2,9,2940.0,0,4,0,-122.388,1680.0,6500,6,0,0,0,0,0,1,0,0,0,0,806525.0
19708,5,3.5,9090.0,2.0,0,2,10,4170.0,0,10,0,-122.196,1930.0,13635,5,0,0,0,0,0,0,0,0,0,1,806525.0
19709,6,4.25,10000.0,2.0,0,2,8,2950.0,1360,10,0,-122.062,2100.0,10000,5,0,0,0,0,0,0,0,1,0,0,780000.0
19710,4,2.75,7200.0,2.0,0,2,9,3010.0,0,4,0,-122.179,3010.0,7203,5,0,0,0,0,0,0,0,1,0,0,806525.0
19711,3,2.5,1984.0,2.5,0,2,8,2170.0,0,10,0,-122.027,2150.0,1984,6,0,0,0,0,0,1,0,0,0,0,645000.0
19712,3,2.5,3200.0,2.0,0,2,7,1584.0,0,7,0,-122.215,1584.0,2800,5,0,0,0,0,0,0,0,0,0,0,263000.0
19713,2,2.25,1290.0,3.0,0,2,8,1110.0,0,12,0,-122.34,1360.0,1251,5,1,0,0,0,0,1,0,0,0,0,345000.0
19714,4,2.5,5006.0,2.0,0,2,8,2420.0,0,5,0,-122.126,2750.0,5471,5,0,0,0,0,1,0,0,0,0,0,505000.0
19715,2,2.25,1210.0,2.0,0,2,8,1340.0,90,13,0,-122.301,1430.0,1016,5,1,0,0,0,0,0,1,0,0,0,522500.0
19716,3,2.5,4788.0,2.0,0,2,8,2393.0,0,6,0,-122.204,2439.0,5477,5,0,1,0,0,0,0,0,0,0,0,400000.0
19717,3,2.25,949.0,3.0,0,2,8,1240.0,0,10,0,-122.334,1310.0,1140,5,0,0,0,0,0,1,0,0,0,0,543000.0
19718,4,2.5,12075.0,1.0,0,2,8,1910.0,1070,11,0,-122.172,2240.0,12075,5,1,0,0,1,0,0,0,0,0,0,495000.0
19719,4,3.5,6587.0,2.0,0,2,8,2260.0,710,4,0,-122.122,2970.0,5690,5,0,0,0,0,1,0,0,0,0,0,549995.0
19720,3,2.5,5720.0,2.0,0,2,8,2329.0,0,8,0,-122.2,2197.0,5720,6,0,1,0,0,0,0,0,0,0,0,327555.0
19721,5,3.25,9075.0,2.0,0,2,8,2600.0,740,13,0,-121.88,2770.0,6646,6,1,0,0,0,1,0,0,0,0,0,690000.0
19722,4,2.25,2875.0,2.0,0,2,9,2580.0,0,3,0,-122.392,1290.0,5750,6,0,0,0,0,0,1,0,0,0,0,673000.0
19723,3,2.5,3906.0,2.0,0,2,9,2029.0,0,4,0,-122.18,2029.0,3920,5,0,1,0,0,0,0,0,0,0,0,384435.0
19724,4,2.75,6500.0,2.0,0,2,9,3050.0,380,12,0,-122.106,3070.0,6802,5,1,0,0,0,0,0,1,0,0,0,780000.0
19725,5,3.75,5042.0,2.0,2,2,9,2470.0,860,4,0,-122.339,1780.0,3990,5,0,0,0,0,0,1,0,0,0,0,806525.0
19726,5,3.5,5081.0,2.0,0,2,8,3220.0,0,5,0,-122.111,2970.0,5753,6,0,0,0,0,0,0,1,0,0,0,806525.0
19727,2,2.25,750.0,2.0,0,2,7,1150.0,90,10,0,-122.073,1240.0,750,6,0,0,0,0,0,1,0,0,0,0,334950.0
19728,3,3.5,1249.0,2.0,0,2,8,1240.0,260,14,0,-122.373,1440.0,1850,5,1,0,0,0,0,1,0,0,0,0,489000.0
19729,3,3.0,8345.0,2.0,0,2,10,3530.0,0,12,0,-122.234,1940.0,9600,6,1,0,0,1,0,0,0,0,0,0,600000.0
19730,3,2.25,915.0,2.0,0,2,8,1020.0,240,11,0,-122.363,1260.0,1056,5,1,1,0,0,0,0,0,0,0,0,282000.0
19731,4,4.0,8485.0,2.0,0,2,10,3222.0,946,11,0,-122.387,4362.0,8100,5,1,0,0,0,0,0,0,0,0,0,442000.0
19732,2,1.5,2850.0,2.0,0,2,7,1030.0,0,23,0,-122.039,1030.0,3000,6,1,0,1,0,0,0,0,0,0,0,220000.0
19733,3,2.5,5598.0,2.0,0,2,8,3080.0,0,12,0,-122.206,3080.0,5303,6,1,1,0,0,0,0,0,0,0,0,489000.0
19734,3,1.5,4339.0,2.0,0,2,7,1072.0,0,9,0,-122.162,1443.0,4341,5,0,1,0,0,0,0,0,0,0,0,250000.0
19735,4,2.75,5000.0,2.0,0,2,8,2790.0,0,4,0,-121.773,2620.0,5527,5,0,0,0,1,0,0,0,0,0,0,484259.0
19736,3,2.5,16972.0,2.0,2,2,10,3590.0,500,11,0,-122.37,3740.0,16972,6,1,0,0,0,0,1,0,0,0,0,806525.0
19737,3,2.5,4357.0,2.0,0,2,8,1800.0,0,5,0,-121.841,1800.0,3663,6,0,0,0,0,1,0,0,0,0,0,450000.0
19738,2,1.5,1276.0,2.0,0,2,7,830.0,0,13,0,-122.297,1540.0,1484,5,1,0,0,0,0,0,1,0,0,0,299000.0
19739,3,2.5,4557.0,2.0,0,2,8,2280.0,0,8,0,-122.266,2070.0,4610,5,0,0,0,1,0,0,0,0,0,0,450000.0
19740,4,3.0,1286.0,2.0,0,2,9,1710.0,400,11,0,-122.014,2000.0,1286,6,1,0,0,0,0,0,1,0,0,0,585000.0
19741,3,2.25,1680.0,3.0,0,2,8,1570.0,0,4,0,-122.348,1290.0,1870,5,0,0,0,0,0,1,0,0,0,0,660000.0
19742,2,1.5,1333.0,2.0,0,2,7,830.0,0,13,0,-122.381,1120.0,4822,5,1,0,0,0,0,1,0,0,0,0,301500.0
19743,4,3.75,8258.0,2.0,0,2,10,4120.0,0,6,0,-122.055,3730.0,8332,5,0,0,0,0,0,0,0,0,1,0,806525.0
19744,4,2.5,5760.0,2.0,0,2,9,2540.0,0,9,0,-121.993,2580.0,3600,5,0,0,0,0,0,0,1,0,0,0,759990.0
19745,4,2.75,4000.0,2.0,0,2,8,2050.0,0,4,0,-122.275,2050.0,4000,6,0,0,0,0,0,0,0,0,0,0,355000.0
19746,4,2.75,7242.0,2.0,0,2,9,3080.0,0,4,0,-122.178,3010.0,7205,5,0,0,0,0,0,0,0,1,0,0,806525.0
19747,3,2.5,1984.0,2.0,0,2,8,2220.0,170,10,0,-122.027,2150.0,1984,5,0,0,0,0,0,1,0,0,0,0,629800.0
19748,4,2.5,5100.0,2.0,0,2,9,3170.0,0,6,0,-122.208,1580.0,5100,6,0,0,0,1,0,0,0,0,0,0,745000.0
19749,2,1.5,1331.0,2.0,0,2,7,1050.0,190,11,0,-122.298,1250.0,1431,5,1,0,0,0,1,0,0,0,0,0,379900.0
19750,3,2.5,1139.0,2.0,0,2,8,960.0,130,9,0,-122.369,1400.0,1348,5,0,0,0,1,0,0,0,0,0,0,335000.0
19751,5,4.5,6324.0,2.0,0,2,9,3210.0,1420,12,0,-121.86,4420.0,6790,5,1,0,0,0,1,0,0,0,0,0,806525.0
19752,4,2.5,5899.0,2.0,0,2,8,3230.0,0,6,0,-121.869,2720.0,5899,5,0,0,0,0,1,0,0,0,0,0,569950.0
19753,4,3.5,9263.0,2.0,0,2,10,3510.0,0,17,0,-121.877,3690.0,10417,5,1,0,0,0,1,0,0,0,0,0,723000.0
19754,4,2.5,2552.0,2.0,0,2,8,1785.0,0,9,0,-122.2,1691.0,2700,5,0,1,0,0,0,0,0,0,0,0,282000.0
